,subject,session,run,task,ts_CAPS,pearson_r
350,sub-02,ses-01,run-01,task-dme,tsCAP7,0.09304533457782153
351,sub-02,ses-01,run-01,task-dme,tsCAP8,0.11289214666967157
352,sub-03,ses-01,run-01,task-dme,tsCAP1,-0.20943405007171462
353,sub-03,ses-01,run-01,task-dme,tsCAP2,-0.17898494057647849
354,sub-03,ses-01,run-01,task-dme,tsCAP3,0.04333281879508392
355,sub-03,ses-01,run-01,task-dme,tsCAP4,0.06769024593101865
356,sub-03,ses-01,run-01,task-dme,tsCAP5,0.3151445135224041
357,sub-03,ses-01,run-01,task-dme,tsCAP6,0.3653084536411966
358,sub-03,ses-01,run-01,task-dme,tsCAP7,0.31814659150925995
359,sub-03,ses-01,run-01,task-dme,tsCAP8,0.4041789976840245
360,sub-04,ses-01,run-01,task-dme,tsCAP1,0.1845456978616846
361,sub-04,ses-01,run-01,task-dme,tsCAP2,0.20787054918556558
362,sub-04,ses-01,run-01,task-dme,tsCAP3,0.07698359575375967
363,sub-04,ses-01,run-01,task-dme,tsCAP4,0.10645211429568896
364,sub-04,ses-01,run-01,task-dme,tsCAP5,0.07985471218016212
365,sub-04,ses-01,run-01,task-dme,tsCAP6,0.0839129544316587
366,sub-04,ses-01,run-01,task-dme,tsCAP7,0.015313496372531137
367,sub-04,ses-01,run-01,task-dme,tsCAP8,-0.026153523616795994
368,sub-05,ses-01,run-01,task-dme,tsCAP1,-0.27333001623672676
369,sub-05,ses-01,run-01,task-dme,tsCAP2,-0.2146870411111984
370,sub-05,ses-01,run-01,task-dme,tsCAP3,0.07975126659682392
